scale,dataset,sample_id,sample_index,rank,candidate_index,candidate_id,candidate_label,distance,is_same_label,is_random4
144k,vggss,4Psj5jYa7a4_000020,528,3,2267,NcllrpzRk38_000041,baltimore oriole calling,1.3193141057854518e-05,False,False
144k,vggss,4Psj5jYa7a4_000020,528,4,748,6s2pBWctGDM_000006,snake rattling,2.5700772312120534e-05,False,False
144k,vggss,4Q1DDOpej1o_000000,529,1,4530,pRm4t8VZxKw_000208,cuckoo bird calling,1.2485084880609065e-05,False,True
144k,vggss,4Q1DDOpej1o_000000,529,2,234,1FWUnWVX5Xk_000159,baltimore oriole calling,1.390484430885408e-05,False,False
144k,vggss,4Q1DDOpej1o_000000,529,3,2413,PX9kGT0E7B0_000030,dog barking,1.412431629432831e-05,False,False
144k,vggss,4Q1DDOpej1o_000000,529,4,1041,ACWNRYsyMGk_000030,people finger snapping,1.4673915757157374e-05,False,False
144k,vggss,4RWpCBNrYSM_000174,530,1,4685,rPGgxEE2hjk_000091,pheasant crowing,1.254279322893126e-05,False,False
144k,vggss,4RWpCBNrYSM_000174,530,2,3236,ZnzUnrS1MEs_000023,barn swallow calling,1.7637867131270468e-05,False,False
144k,vggss,4RWpCBNrYSM_000174,530,3,4506,p0dBtgjr7-8_000030,car engine knocking,1.7653654140303843e-05,False,False
144k,vggss,4RWpCBNrYSM_000174,530,4,4040,ifGuIUPl1hE_000030,lions roaring,1.941665686899796e-05,False,False
144k,vggss,4TgXgwVndiw_000160,531,1,2222,N6e5C5sXdBI_000000,dog howling,1.8732996977632865e-05,False,False
144k,vggss,4TgXgwVndiw_000160,531,2,2005,KeprFzFcbYU_000010,people hiccup,2.3614436940988526e-05,False,True
144k,vggss,4TgXgwVndiw_000160,531,3,4120,jr2kxASSRBY_000030,baby crying,3.131432458758354e-05,False,False
144k,vggss,4TgXgwVndiw_000160,531,4,744,6psjy93yoTA_000030,cat caterwauling,3.1795243558008224e-05,False,False
144k,vggss,4Tpy1lsfcSM_000030,532,1,3717,edObQJBoSPU_000060,helicopter,4.57744681625627e-06,False,True
144k,vggss,4Tpy1lsfcSM_000030,532,2,3419,acepdtp7F7Y_000348,people eating apple,9.043042155099101e-06,False,True
144k,vggss,4Tpy1lsfcSM_000030,532,3,1630,GXRooshOGuc_000030,playing banjo,9.856103133643046e-06,False,True
144k,vggss,4Tpy1lsfcSM_000030,532,4,2768,U595LzVDCAY_000015,baltimore oriole calling,1.0452519745740574e-05,False,False
144k,vggss,4U7GK4-5No4_000046,533,1,186,0nYltlo90Zc_000161,playing congas,2.62445246335119e-05,False,False
144k,vggss,4U7GK4-5No4_000046,533,2,373,2es7oZzwLWM_000030,playing zither,2.6659708964871243e-05,False,False
144k,vggss,4U7GK4-5No4_000046,533,3,169,0apGJGFHQO4_000067,"playing violin, fiddle",3.864304017042741e-05,False,False
144k,vggss,4U7GK4-5No4_000046,533,4,4988,wq2BsXHkz4E_000378,playing djembe,3.873159585054964e-05,False,False
144k,vggss,4UCZF_UnG10_000027,534,1,2164,MQtUV_cFcm8_000020,typing on computer keyboard,9.104629498324357e-06,False,True
144k,vggss,4UCZF_UnG10_000027,534,2,5084,yfQCVtm-1F8_000151,cat growling,9.72052202996565e-06,False,False
144k,vggss,4UCZF_UnG10_000027,534,3,4369,n4-THBrsn4o_000106,coyote howling,1.1968566468567587e-05,False,False
144k,vggss,4UCZF_UnG10_000027,534,4,854,88OXNd0yTMI_000040,"railroad car, train wagon",1.252032961929217e-05,False,False
144k,vggss,4ViTIFEK5Fo_000090,535,1,3792,fWjgRBl7LNc_000060,playing zither,1.0672581083781552e-05,False,False
144k,vggss,4ViTIFEK5Fo_000090,535,2,3513,bqMgL5qmZ-k_000030,playing didgeridoo,1.6814270566101186e-05,False,False
144k,vggss,4ViTIFEK5Fo_000090,535,3,4942,vmBkZflwViA_000010,playing piano,1.6816089555504732e-05,False,False
144k,vggss,4ViTIFEK5Fo_000090,535,4,2285,NsbLeONN0-c_000188,"playing violin, fiddle",2.225531352451071e-05,False,False
144k,vggss,4Vq6WDtxTt4_000030,536,1,177,0hjqlmdPT6g_000050,car engine starting,9.564191714162007e-06,False,False
144k,vggss,4Vq6WDtxTt4_000030,536,2,1605,GGpS5Zychoc_000053,lathe spinning,1.428929408575641e-05,False,False
144k,vggss,4Vq6WDtxTt4_000030,536,3,1567,Fo_FDiZhzDo_000030,skidding,1.4398805433302186e-05,False,False
144k,vggss,4Vq6WDtxTt4_000030,536,4,3220,ZdYth-f68M0_000192,yodelling,1.60986055561807e-05,False,False
144k,vggss,4WH0ZxvF9Nw_000003,537,1,4825,tlFgdrl3NQA_000065,turkey gobbling,7.650583938811906e-06,False,False
144k,vggss,4WH0ZxvF9Nw_000003,537,2,4136,k3uGdspoVtg_000119,popping popcorn,1.2237160262884572e-05,False,False
144k,vggss,4WH0ZxvF9Nw_000003,537,3,4201,ktvOqV10lW0_000030,playing drum kit,1.2691653864749242e-05,False,False
144k,vggss,4WH0ZxvF9Nw_000003,537,4,4873,uRyLEBGX5ag_000020,machine gun shooting,1.2703510947176255e-05,False,False
144k,vggss,4WRgvRI06zc_000030,538,1,2330,OMaV10b6-CU_000140,people sobbing,9.947351827577222e-06,False,False
144k,vggss,4WRgvRI06zc_000030,538,2,1074,AOwwp601QZw_000130,lawn mowing,1.1858698599098716e-05,False,False
144k,vggss,4WRgvRI06zc_000030,538,3,253,1Thl21awe2g_000020,car engine knocking,1.54091467265971e-05,False,False
144k,vggss,4WRgvRI06zc_000030,538,4,3710,e_ySE_yqUyg_000130,"electric shaver, electric razor shaving",1.6345506082870997e-05,False,False
144k,vggss,4WsPXawPBF8_000005,539,1,2308,O7puBCRI2Bc_000030,playing flute,4.237167740939185e-05,False,False
144k,vggss,4WsPXawPBF8_000005,539,2,2100,Lj8Oo7QRjcQ_000030,people eating apple,4.908893970423378e-05,False,False
144k,vggss,4WsPXawPBF8_000005,539,3,3392,aO5LRQS08E4_000087,smoke detector beeping,4.9490223318571225e-05,False,False
144k,vggss,4WsPXawPBF8_000005,539,4,2858,V3Mh5k7AOxE_000063,playing bongo,5.5231968872249126e-05,False,False
144k,vggss,4YHYnWM_jMQ_000083,540,1,4830,tpXTRVMDYsw_000041,blowtorch igniting,5.41660629096441e-05,False,False
144k,vggss,4YHYnWM_jMQ_000083,540,2,24,-E5o64ACjm0_000017,lathe spinning,5.49204160051886e-05,False,False
144k,vggss,4YHYnWM_jMQ_000083,540,3,3896,ga6Q5sJLaqU_000030,people burping,6.80312150507234e-05,False,False
144k,vggss,4YHYnWM_jMQ_000083,540,4,392,2uHcWdkV4W4_000120,"subway, metro, underground",6.960734026506543e-05,False,False
144k,vggss,4ZJrKmDGdA4_000140,541,1,4287,m2HW_e9DDhg_000013,francolin calling,7.628898856637534e-06,False,False
144k,vggss,4ZJrKmDGdA4_000140,541,2,1827,IXTJfi5PUdk_000000,black capped chickadee calling,7.702214134042151e-06,False,False
144k,vggss,4ZJrKmDGdA4_000140,541,3,4585,q7xg-g9opJY_000117,wood thrush calling,8.226167665270623e-06,False,False
144k,vggss,4ZJrKmDGdA4_000140,541,4,544,4_f33b75_LY_000160,canary calling,8.381470252061263e-06,False,False
144k,vggss,4_6e0icNw7Q_000182,542,1,3898,gcyPMu7k1LM_000184,playing timbales,4.9806199967861176e-05,False,False
144k,vggss,4_6e0icNw7Q_000182,542,2,2763,U2Z3gH8r1hE_000160,people babbling,5.973639781586826e-05,False,False
144k,vggss,4_6e0icNw7Q_000182,542,3,4317,mSHxFybELNY_000015,playing cornet,6.275532359723002e-05,False,False
144k,vggss,4_6e0icNw7Q_000182,542,4,1004,9s26XGoKYG0_000250,playing harpsichord,7.060644566081464e-05,False,False
144k,vggss,4_cfXx3iLes_000030,543,1,341,2Oe5kao1ycY_000310,"subway, metro, underground",1.2895503459731117e-05,False,False
144k,vggss,4_cfXx3iLes_000030,543,2,5016,xUh3zW3bkNU_000005,police car (siren),1.6574693290749565e-05,False,False
144k,vggss,4_cfXx3iLes_000030,543,3,1111,Amd-OLa3tMI_000030,"subway, metro, underground",2.0985306036891416e-05,False,False
144k,vggss,4_cfXx3iLes_000030,543,4,1142,B2d1f3VfiYA_000171,tractor digging,2.2493419237434864e-05,False,True
144k,vggss,4_f33b75_LY_000160,544,1,925,90q-9qr7-Qg_000075,chipmunk chirping,7.041209028102458e-05,False,False
144k,vggss,4_f33b75_LY_000160,544,2,2697,T6cqaSkv9MQ_000084,baltimore oriole calling,8.700521721038967e-05,False,False
144k,vggss,4_f33b75_LY_000160,544,3,3703,eSMCZfnJ5gI_000030,dog barking,0.00011428392463130876,False,False
144k,vggss,4_f33b75_LY_000160,544,4,3282,_F4l0BMbBf8_000286,people eating crisps,0.0001222234859596938,False,False
144k,vggss,4azTRWgh-9I_000000,545,1,1930,JkqXWP4nddE_000012,snake hissing,1.962440182978753e-05,False,False
144k,vggss,4azTRWgh-9I_000000,545,2,1180,BQsQzaDrHKY_000210,"alligators, crocodiles hissing",2.538689113862347e-05,False,False
144k,vggss,4azTRWgh-9I_000000,545,3,2406,PS_uJXcbJ_A_000096,squishing water,2.912350646511186e-05,False,False
144k,vggss,4azTRWgh-9I_000000,545,4,1227,BrjXD7rdihs_000497,playing bass drum,3.309375460958108e-05,False,False
144k,vggss,4cgDBRTdmq0_000221,546,1,4504,p0NU0nB-uks_000013,black capped chickadee calling,1.2382008208078332e-05,False,False
144k,vggss,4cgDBRTdmq0_000221,546,2,3,-23CeprtibU_000030,chainsawing trees,1.67020862136269e-05,False,True
144k,vggss,4cgDBRTdmq0_000221,546,3,466,3h1-zP8M-yU_000020,playing shofar,1.9070959751843475e-05,False,False
144k,vggss,4cgDBRTdmq0_000221,546,4,1147,B5u3PG7PWDE_000030,toilet flushing,1.977529245777987e-05,False,True
144k,vggss,4dGlrvX_EfI_000020,547,1,1539,FK1DCWrW02s_000030,people whistling,7.5319949246477336e-06,False,False
144k,vggss,4dGlrvX_EfI_000020,547,2,675,682ODyTqKyw_000130,skateboarding,7.894873306213412e-06,False,False
144k,vggss,4dGlrvX_EfI_000020,547,3,1263,CK5D-skzB5Y_000170,dinosaurs bellowing,7.962614290590864e-06,False,True
144k,vggss,4dGlrvX_EfI_000020,547,4,3667,dtGl5xh6g0g_000138,tractor digging,8.979819540400058e-06,False,False
144k,vggss,4dVhbo5rq7w_000212,548,1,2016,Kp3BH28CB0U_000164,playing congas,2.0485495042521507e-05,False,False
144k,vggss,4dVhbo5rq7w_000212,548,2,1174,BMgYWTTJv3s_000240,playing clarinet,2.6945281206280924e-05,False,False
144k,vggss,4dVhbo5rq7w_000212,548,3,1029,A8gbOIvxvMA_000030,playing cello,3.725708302226849e-05,False,False
144k,vggss,4dVhbo5rq7w_000212,548,4,3378,aFKTFN8p-pw_000053,playing cornet,3.7911409890512004e-05,False,False
144k,vggss,4ep09nZl3LA_000030,549,1,3484,ba6ArmDZjW4_000314,forging swords,1.1035064744646661e-05,False,True
144k,vggss,4ep09nZl3LA_000030,549,2,1990,KXO4lC4LjxI_000011,lathe spinning,1.2347234587650746e-05,False,False
144k,vggss,4ep09nZl3LA_000030,549,3,4220,l6RTgFxEWFY_000181,"race car, auto racing",1.2454519492166582e-05,False,False
144k,vggss,4ep09nZl3LA_000030,549,4,1833,IblhEF_MiH8_000400,"race car, auto racing",1.4329623809317127e-05,False,False
144k,vggss,4euUZgSSuIw_000160,550,1,2990,WgXR9P0vl30_000011,penguins braying,5.822033472213661e-06,False,False
144k,vggss,4euUZgSSuIw_000160,550,2,3093,XyVZgPZ1clo_000852,driving snowmobile,6.961011422390584e-06,False,False
144k,vggss,4euUZgSSuIw_000160,550,3,3532,c3OHPJY7nhA_000022,snake hissing,9.448228411201853e-06,False,False
144k,vggss,4euUZgSSuIw_000160,550,4,3748,ew7xSiF0TlA_000099,parrot talking,1.2051614248775877e-05,False,True
144k,vggss,4ewhrrQCJic_000120,551,1,4136,k3uGdspoVtg_000119,popping popcorn,3.0364037229446694e-05,False,False
144k,vggss,4ewhrrQCJic_000120,551,2,2246,NKfyi7q0JNU_000030,dog barking,4.456062015378848e-05,False,False
144k,vggss,4ewhrrQCJic_000120,551,3,3116,YBd5lEnpT_8_000000,cheetah chirrup,4.6721354010514915e-05,False,False
144k,vggss,4ewhrrQCJic_000120,551,4,3950,hCX2DpwEBQY_000030,fireworks banging,4.790419552591629e-05,False,False
144k,vggss,4go6CQ_RhYQ_000250,552,1,4675,rLe9N0YyjqY_000006,beat boxing,1.40466963785002e-05,False,True
144k,vggss,4go6CQ_RhYQ_000250,552,2,4316,mPU9j7icxs0_000123,"electric shaver, electric razor shaving",1.592093030922115e-05,False,False
144k,vggss,4go6CQ_RhYQ_000250,552,3,998,9oeGmqm6g8E_000080,"railroad car, train wagon",2.086270433210302e-05,False,True
144k,vggss,4go6CQ_RhYQ_000250,552,4,984,9crt3kBm2Hc_000012,"female speech, woman speaking",2.181910167564638e-05,False,False
144k,vggss,4h550TCCd9w_000153,553,1,746,6r-V0mrdTnQ_000119,playing djembe,3.4159268125222297e-06,False,False
144k,vggss,4h550TCCd9w_000153,553,2,3533,c3S3FoxyI1c_000040,yodelling,5.1600895858427975e-06,False,False
144k,vggss,4h550TCCd9w_000153,553,3,1238,C-fRZcWsRYM_000010,playing harp,5.278160188026959e-06,False,False
144k,vggss,4h550TCCd9w_000153,553,4,3764,f9gjQDw0I5Q_000419,playing castanets,5.983105893392349e-06,False,False
144k,vggss,4hYiaSYueCE_000216,554,1,5063,y8Yv4pnO7qc_000030,playing trombone,4.3796033423859626e-05,False,False
144k,vggss,4hYiaSYueCE_000216,554,2,3488,bf_I0tRLfh4_000030,playing trombone,5.291845081956126e-05,False,False
144k,vggss,4hYiaSYueCE_000216,554,3,5081,ycYXVLz9v3Y_000000,playing bugle,7.7970398706384e-05,False,False
144k,vggss,4hYiaSYueCE_000216,554,4,1029,A8gbOIvxvMA_000030,playing cello,7.872697460697964e-05,False,False
144k,vggss,4i9DgH80kDg_000030,555,1,2801,UNJswfXKJ3s_000030,playing steelpan,4.414207433001138e-05,False,False
144k,vggss,4i9DgH80kDg_000030,555,2,2385,PCPIm_NB-ec_000781,playing drum kit,5.4299762268783525e-05,False,False
144k,vggss,4i9DgH80kDg_000030,555,3,4988,wq2BsXHkz4E_000378,playing djembe,5.6114342442015186e-05,False,False
144k,vggss,4i9DgH80kDg_000030,555,4,4386,nEX4I5j6H-Y_000151,playing congas,5.613885514321737e-05,False,False
144k,vggss,4jKkc7qQQ88_000016,556,1,4991,wurA98TaEr4_000031,airplane flyby,2.9121847546775825e-05,False,False
144k,vggss,4jKkc7qQQ88_000016,556,2,3815,fjiv34te9vc_000030,cat meowing,3.391137579455972e-05,False,False
144k,vggss,4jKkc7qQQ88_000016,556,3,5156,zz0fdUGTHWo_000045,chimpanzee pant-hooting,3.709535667439923e-05,False,False
144k,vggss,4jKkc7qQQ88_000016,556,4,3606,d4G_b-s_Odw_000030,people burping,4.504970638663508e-05,False,True
144k,vggss,4k74Cvw2rLU_000160,557,1,4749,sIvDDObKvoI_000130,splashing water,4.727033956442028e-05,False,False
144k,vggss,4k74Cvw2rLU_000160,557,2,679,6BXR7JlTiBQ_000009,coyote howling,5.274293289403431e-05,False,False
144k,vggss,4k74Cvw2rLU_000160,557,3,4112,ji4meumtHT4_000030,cat hissing,5.493591379490681e-05,False,False
144k,vggss,4k74Cvw2rLU_000160,557,4,1122,As1qH-6EF4I_000030,people sneezing,5.959677946520969e-05,False,True
144k,vggss,4kGozLe1X_Q_000073,558,1,3335,_rgOfS3NOSY_000108,playing djembe,1.9512453945935704e-05,True,False
144k,vggss,4kGozLe1X_Q_000073,558,2,683,6BitLl5Bnxw_000030,skidding,2.2968273697188124e-05,False,False
144k,vggss,4kGozLe1X_Q_000073,558,3,4325,mZ6ALw9GOUU_000030,playing harp,3.233956158510409e-05,False,False
144k,vggss,4kGozLe1X_Q_000073,558,4,4988,wq2BsXHkz4E_000378,playing djembe,3.328591992612928e-05,True,False
144k,vggss,4lchD4CmjDc_000010,559,1,1887,JEWRZmHMQkY_000166,black capped chickadee calling,1.585372410772834e-05,False,False
144k,vggss,4lchD4CmjDc_000010,559,2,1618,GS8dnIAHj2A_000013,smoke detector beeping,1.835773764469195e-05,False,False
144k,vggss,4lchD4CmjDc_000010,559,3,837,7u3_Unnj0ZU_000075,dog baying,2.428108018648345e-05,False,False
144k,vggss,4lchD4CmjDc_000010,559,4,2851,UzUTFdlYT68_000055,owl hooting,2.4356926587643102e-05,False,False
144k,vggss,4mCpxmwhci4_000049,560,1,3652,dfwr8wgZU8M_000040,car passing by,2.6533187337918207e-05,False,False
144k,vggss,4mCpxmwhci4_000049,560,2,1248,C70SFMHqnRI_000120,turkey gobbling,2.7384216082282364e-05,False,False
144k,vggss,4mCpxmwhci4_000049,560,3,1909,JV2OwVsxY_0_000000,otter growling,3.0481893190881237e-05,False,False
144k,vggss,4mCpxmwhci4_000049,560,4,3232,ZlcjYfd0rYM_000012,playing bass drum,3.163166911690496e-05,False,False
144k,vggss,4nlB8qkQJ9s_000020,561,1,975,9XHRHFTY0iU_000480,people cheering,8.432008144154679e-06,False,False
144k,vggss,4nlB8qkQJ9s_000020,561,2,2894,Vbc-veezx0w_000030,goat bleating,9.021388905239291e-06,False,True
144k,vggss,4nlB8qkQJ9s_000020,561,3,969,9TzyRdTYDvo_000024,dog growling,1.2144858374085743e-05,False,False
144k,vggss,4nlB8qkQJ9s_000020,561,4,1147,B5u3PG7PWDE_000030,toilet flushing,1.2398477338138036e-05,False,False
144k,vggss,4p8n4Zf-WMM_000190,562,1,150,0PHUQku2P5I_000050,singing choir,7.54337634134572e-06,False,True
144k,vggss,4p8n4Zf-WMM_000190,562,2,165,0YTieIiZNN4_000010,machine gun shooting,7.753329555271193e-06,False,False
144k,vggss,4p8n4Zf-WMM_000190,562,3,4744,sE7fflraCpY_000009,playing gong,9.111180588661227e-06,False,False
144k,vggss,4p8n4Zf-WMM_000190,562,4,1358,DEXE_V8oBYI_000030,driving buses,1.0131526323675644e-05,False,False
144k,vggss,4q4ejLxTo8I_000010,563,1,967,9Srnaag2tCo_000079,"playing violin, fiddle",1.4875763554300647e-05,False,False
144k,vggss,4q4ejLxTo8I_000010,563,2,998,9oeGmqm6g8E_000080,"railroad car, train wagon",2.08847013709601e-05,False,False
144k,vggss,4q4ejLxTo8I_000010,563,3,1792,ID9p52w2ah4_000079,playing erhu,2.098969343933277e-05,False,False
144k,vggss,4q4ejLxTo8I_000010,563,4,1554,FayXchyGICg_000027,people booing,2.7258307454758324e-05,False,False
144k,vggss,4q9NPjOpWy8_000146,564,1,4018,iHL96O04zDo_000012,cuckoo bird calling,4.121898382436484e-05,False,False
144k,vggss,4q9NPjOpWy8_000146,564,2,4982,wm4O1oQKpcU_000073,woodpecker pecking tree,5.5399726988980547e-05,False,True
144k,vggss,4q9NPjOpWy8_000146,564,3,699,6HuIs2xW5kI_000086,fox barking,7.819627353455871e-05,False,True
144k,vggss,4q9NPjOpWy8_000146,564,4,4857,uAcYglB_pRw_000390,bird wings flapping,9.649020648794249e-05,False,False
144k,vggss,4qaiLMEce6Y_000025,565,1,1343,D5Zi0Mfo0Ts_000048,electric grinder grinding,3.5209890484111384e-05,False,False
144k,vggss,4qaiLMEce6Y_000025,565,2,3673,dyFoyYMZu-E_000508,lip smacking,3.816748358076438e-05,False,False
144k,vggss,4qaiLMEce6Y_000025,565,3,2181,Mdwn6x9edFI_000530,sea lion barking,3.974455830757506e-05,False,True
144k,vggss,4qaiLMEce6Y_000025,565,4,1803,IIdwBaHYhE4_000070,"electric shaver, electric razor shaving",4.128850923734717e-05,False,False
144k,vggss,4t1VqRz4w2g_000030,566,1,2134,MBRmjThZops_000000,police car (siren),9.570428119332064e-06,False,False
144k,vggss,4t1VqRz4w2g_000030,566,2,1659,GtJiY4ezw_E_000010,"engine accelerating, revving, vroom",1.2336403415247332e-05,False,False
144k,vggss,4t1VqRz4w2g_000030,566,3,3856,g5FVJveyyVM_000030,lions roaring,1.3372530702326912e-05,False,False
144k,vggss,4t1VqRz4w2g_000030,566,4,1837,IdqTtYcY8L4_000140,splashing water,2.137084084097296e-05,False,False
144k,vggss,4tHvsHkl8L0_000027,567,1,2206,MxSoqiN92v0_000134,elephant trumpeting,2.476156259945128e-05,False,False
144k,vggss,4tHvsHkl8L0_000027,567,2,4410,nfitcQXx-Y0_000020,gibbon howling,2.6744639399112202e-05,False,False
144k,vggss,4tHvsHkl8L0_000027,567,3,1527,F6oEu35qy_A_000025,fire truck siren,2.6869078283198178e-05,False,False
144k,vggss,4tHvsHkl8L0_000027,567,4,3993,hmD1w6133Og_000110,machine gun shooting,3.0076169423409738e-05,False,False
144k,vggss,4tKvAMmAUMM_000030,568,1,1142,B2d1f3VfiYA_000171,tractor digging,2.8052725610905327e-05,False,False
144k,vggss,4tKvAMmAUMM_000030,568,2,5103,z5-LFayciG8_000247,air conditioning noise,3.05284520436544e-05,False,False
144k,vggss,4tKvAMmAUMM_000030,568,3,2879,VPM383zJz68_000030,"railroad car, train wagon",3.355116132297553e-05,False,False
144k,vggss,4tKvAMmAUMM_000030,568,4,4755,sRKyvq20rY4_000002,dog growling,3.960564572480507e-05,False,False
144k,vggss,4tOFGK47I5E_000005,569,1,4018,iHL96O04zDo_000012,cuckoo bird calling,1.7960008335649036e-05,False,False
144k,vggss,4tOFGK47I5E_000005,569,2,3040,XHukxF8iWE0_000400,waterfall burbling,2.208182013418991e-05,False,False
144k,vggss,4tOFGK47I5E_000005,569,3,3707,eVhGXZQx-t8_000036,elephant trumpeting,3.0370381864486262e-05,False,False
144k,vggss,4tOFGK47I5E_000005,569,4,2779,UAlfXv5Aabc_000046,air conditioning noise,3.73431685147807e-05,False,False
144k,vggss,4thEVesl7yA_000001,570,1,2513,Qos5iZOP66A_000340,skidding,5.2924092415196355e-06,False,False
144k,vggss,4thEVesl7yA_000001,570,2,2092,Le4cUq4dLUI_000030,"engine accelerating, revving, vroom",9.531376235827338e-06,False,False
144k,vggss,4thEVesl7yA_000001,570,3,3383,aJNiSRqdCco_000011,people booing,1.2529912964964751e-05,False,False
144k,vggss,4thEVesl7yA_000001,570,4,4032,iXNnJE6gNEk_000020,baby laughter,1.5865818568272516e-05,False,True
144k,vggss,4uihL55gcWo_000028,571,1,2190,Mn8WGSW8jHY_000065,eletric blender running,1.8768449081107974e-05,False,False
144k,vggss,4uihL55gcWo_000028,571,2,2717,TOEwQXeyNe8_000227,bull bellowing,2.8346617909846827e-05,False,False
144k,vggss,4uihL55gcWo_000028,571,3,2164,MQtUV_cFcm8_000020,typing on computer keyboard,3.103172275586985e-05,False,False
144k,vggss,4uihL55gcWo_000028,571,4,2323,OIYRNzlgN84_000200,"rowboat, canoe, kayak rowing",3.3001771953422576e-05,False,False
144k,vggss,4v1VgwCvm_U_000030,572,1,109,00QQLLcny14_000083,"electric shaver, electric razor shaving",6.4438099798280746e-06,False,False
144k,vggss,4v1VgwCvm_U_000030,572,2,1391,DYTLct-5tVs_000000,people coughing,6.727556865371298e-06,False,False
144k,vggss,4v1VgwCvm_U_000030,572,3,4718,ro_xNfE2_8Q_000219,parrot talking,8.934022844186984e-06,False,False
144k,vggss,4v1VgwCvm_U_000030,572,4,1842,Ii5W65uAeF0_000056,people slurping,9.038031748787034e-06,False,False
144k,vggss,4vsI0Kwn8jY_000030,573,1,4119,jqqjc0XrU58_000092,playing djembe,0.00017110048793256283,False,False
144k,vggss,4vsI0Kwn8jY_000030,573,2,3546,cG6OF9vcGPE_000081,people humming,0.00018256132898386568,False,False
144k,vggss,4vsI0Kwn8jY_000030,573,3,513,4BUKAcdGfaI_000009,tap dancing,0.00018334102060180157,False,True
144k,vggss,4vsI0Kwn8jY_000030,573,4,4854,u7iDdlWkmAk_000023,playing tambourine,0.00023906826390884817,False,False
144k,vggss,4vzHgTC_16s_000010,574,1,391,2sKmbnOi5S0_000006,playing table tennis,1.038995833368972e-05,False,False
144k,vggss,4vzHgTC_16s_000010,574,2,2035,KxzuJRh9GaQ_000030,owl hooting,1.13014293674496e-05,False,False
144k,vggss,4vzHgTC_16s_000010,574,3,2030,Kvpav8cFKhM_000120,playing electronic organ,1.2218726624269038e-05,False,False
144k,vggss,4vzHgTC_16s_000010,574,4,852,86roBf8WIso_000020,playing oboe,1.238153981830692e-05,False,False
144k,vggss,4wozMD0enDU_000000,575,1,3388,aN4VaaPbptE_000137,car engine idling,9.071343811228871e-06,False,False
144k,vggss,4wozMD0enDU_000000,575,2,713,6Upef-zCzLM_000014,snake rattling,1.2498277101258282e-05,False,False
144k,vggss,4wozMD0enDU_000000,575,3,3806,ff21Bursam0_000160,cattle mooing,1.3108253369864542e-05,False,False
144k,vggss,4wozMD0enDU_000000,575,4,4858,uBRNy4AKKqA_000026,playing guiro,1.610534127394203e-05,False,False
144k,vggss,4xWlOt4GOzs_000094,576,1,536,4Vq6WDtxTt4_000030,fire truck siren,9.381838026456535e-06,False,True
144k,vggss,4xWlOt4GOzs_000094,576,2,700,6HuIs2xW5kI_000104,fox barking,1.0616839972499292e-05,False,False
144k,vggss,4xWlOt4GOzs_000094,576,3,3828,fruUoi4bWvo_000018,air horn,1.079749836208066e-05,False,False
144k,vggss,4xWlOt4GOzs_000094,576,4,3391,aNmPy_PCO1I_000080,cattle mooing,1.4770199413760565e-05,False,True
144k,vggss,4xWlOt4GOzs_000203,577,1,77,-iF4a6f5PJ8_000060,pheasant crowing,1.5744823031127453e-05,False,True
144k,vggss,4xWlOt4GOzs_000203,577,2,1427,Dqv8aWzOgmo_000049,whale calling,1.90095161087811e-05,False,False
144k,vggss,4xWlOt4GOzs_000203,577,3,1751,Hjx-S-6U9k0_000050,elephant trumpeting,2.071555172733497e-05,False,True
144k,vggss,4xWlOt4GOzs_000203,577,4,4712,rjYPJUBcoN8_000050,"donkey, ass braying",2.276417399116326e-05,False,False
144k,vggss,4z8HTrCvEsc_000012,578,1,3554,cONmLYsDHl0_000018,people marching,5.668136964231962e-06,False,False
144k,vggss,4z8HTrCvEsc_000012,578,2,3036,XG1fNGITN08_000400,playing theremin,5.897189566894667e-06,False,False
144k,vggss,4z8HTrCvEsc_000012,578,3,3821,fou66e3D0VM_000013,sheep bleating,8.335059646924492e-06,False,False
144k,vggss,4z8HTrCvEsc_000012,578,4,1231,Bw_fNvTp6jg_000030,"engine accelerating, revving, vroom",9.95359368971549e-06,False,False
144k,vggss,4z8HTrCvEsc_000097,579,1,3018,X0LgBnGmy1w_000150,ocean burbling,4.557625288725831e-06,False,False
144k,vggss,4z8HTrCvEsc_000097,579,2,660,5uRkBz98fCk_000024,wind chime,5.844030511070741e-06,False,False
144k,vggss,4z8HTrCvEsc_000097,579,3,5135,zgM0pD0JIqc_000015,train whistling,8.213030923798215e-06,False,True
144k,vggss,4z8HTrCvEsc_000097,579,4,4172,kWPAWeNuBKc_000506,lathe spinning,8.91667150426656e-06,False,False
144k,vggss,5-FHy1Q61n8_000114,580,1,3098,Y16pPj3zfo4_000007,"alligators, crocodiles hissing",7.996702152013313e-06,False,False
144k,vggss,5-FHy1Q61n8_000114,580,2,4074,j7Vej9AOKY0_000031,elephant trumpeting,1.1192274541826919e-05,False,False
144k,vggss,5-FHy1Q61n8_000114,580,3,210,12T-9dLEbY8_000020,bird squawking,1.2037674423481803e-05,False,True
144k,vggss,5-FHy1Q61n8_000114,580,4,3057,XVqQKMMGoUs_000061,baltimore oriole calling,1.3631268302560784e-05,False,False
144k,vggss,5055BM1GUWc_000079,581,1,835,7tE6gxSwrH4_000030,singing choir,6.149628006824059e-06,False,True
144k,vggss,5055BM1GUWc_000079,581,2,1262,CIJhL5kL8Sg_000788,driving snowmobile,1.7148600818472914e-05,False,False
